modelo,condicao,indice,variacao_escolhida,score_composto,lev_sim,mos_principal,mos_principal_fonte,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,mosanet_mos,nisqa_overall,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,dns_sig,dns_bak,dns_ovrl,status,erro,lev_norm01,mos_norm01
fishspeech,ajustado,66,v3,1.0,1.0,2.5767,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\066.wav,O atendimento foi rápido.,O atendimento foi rápido.,6.037,0,,2.5767,2.3473,3.9931,2.5353,2.8106,3.3087,3.4735,3.6185,ok,,1.0,
fishspeech,ajustado,67,v2,0.9882,0.9882,2.8583,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,"A banda ensaiou durante toda a tarde para a apresentação, marcado para o fim de semana.",5.573,1,,2.8583,2.1756,4.2396,3.6808,3.6686,3.2294,3.5134,2.8926,ok,,0.9882,
fishspeech,ajustado,68,v2,1.0,1.0,2.4166,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\068.wav,O celular descarregou no meio da viagem.,O celular descarregou no meio da viagem.,6.966,0,,2.4166,1.6312,4.3116,3.7753,2.9941,2.6736,3.2804,2.5369,ok,,1.0,
fishspeech,ajustado,69,v3,0.6538,0.6538,3.1044,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\069.wav,Que notícia excelente!,que não quis ser excelente.,3.251,9,,3.1044,2.4591,4.2332,3.2515,3.452,3.3603,3.3133,3.6585,ok,,0.6538,
fishspeech,ajustado,70,v2,0.6517,0.6517,2.6925,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\070.wav,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes.,"Aí o prestador retornou ao pôrto, prazer em uma pontadinha, fechou na vente, grando de peixe.",9.985,31,,2.6925,2.1853,4.1302,3.2244,3.4052,3.1681,3.3889,2.9939,ok,,0.6517,
fishspeech,ajustado,71,v2,1.0,1.0,4.1397,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\071.wav,O médico chegou pontualmente.,O médico chegou pontualmente.,3.204,0,,4.1397,3.9684,4.3861,4.0288,4.2692,3.7343,3.6135,3.8713,ok,,1.0,
fishspeech,ajustado,72,v3,1.0,1.0,4.0711,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecerá a entrevista?,7.848,0,,4.0711,4.0158,4.4255,4.1008,3.9076,3.7953,3.4164,3.7751,ok,,1.0,
fishspeech,ajustado,73,v3,0.9778,0.9778,3.6504,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\073.wav,O pôr do sol estava especialmente bonito hoje.,O pô do sol estava especialmente bonito hoje.,6.362,1,,3.6504,3.9238,4.2599,3.6703,3.6549,3.9028,3.5474,4.0,ok,,0.9778,
fishspeech,ajustado,74,v3,0.963,0.963,3.9313,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\074.wav,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade.","Depois do almoço, resolvendo caminhar sem pressa pelas ruas mais antigas da cidade.",5.016,3,,3.9313,3.589,4.3844,3.9246,4.2814,3.8037,3.4559,3.8108,ok,,0.963,
fishspeech,ajustado,75,v2,1.0,1.0,3.6274,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\075.wav,O ônibus atrasou alguns minutos.,O ônibus atrasou alguns minutos.,4.365,0,,3.6274,3.692,4.1051,3.5695,3.8592,3.903,3.504,3.8505,ok,,1.0,
fishspeech,ajustado,76,v3,1.0,1.0,4.1667,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\076.wav,A professora respondeu às dúvidas dos alunos antes do encerramento da aula.,A professora respondeu às dúvidas dos alunos antes do encerramento da aula.,4.226,0,,4.1667,3.9245,4.5521,4.0468,4.4082,3.8176,3.5073,3.5343,ok,,1.0,
fishspeech,ajustado,77,v2,0.6316,0.6316,3.2019,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\077.wav,Já está tudo pronto?,Acha tudo pronto?,1.254,7,,3.2019,3.3129,4.0663,3.148,3.7288,3.278,3.4891,3.7777,ok,,0.6316,
fishspeech,ajustado,78,v2,0.9615,0.9615,4.007,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\078.wav,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis.,O Tecno realizou uma inspeção detalhada em todos os equipamentos disponíveis.,8.499,3,,4.007,3.9716,4.3338,3.9081,4.1083,3.9252,3.4728,3.7278,ok,,0.9615,
fishspeech,ajustado,79,v1,0.55,0.55,2.6752,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\079.wav,A fila estava enorme.,A fila tava...,3.855,9,,2.6752,2.6762,3.6221,2.5404,2.9677,3.4138,3.4726,3.5418,ok,,0.55,
fishspeech,ajustado,80,v3,1.0,1.0,3.7165,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\080.wav,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório.,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório.,11.331,0,,3.7165,3.9981,4.3324,3.3547,3.5989,4.0953,3.4703,3.6453,ok,,1.0,
fishspeech,ajustado,81,v3,1.0,1.0,3.2006,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\081.wav,Hoje foi um dia tranquilo.,Hoje foi um dia tranquilo.,3.158,0,,3.2006,2.4244,4.0555,3.8689,3.8938,3.4423,3.2626,3.8449,ok,,1.0,
fishspeech,ajustado,82,v1,1.0,1.0,3.7742,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,"O casal passou vários meses organizando, cuidadosamente cada detalhe da cerimônia.",5.991,0,,3.7742,3.0291,4.3384,4.043,4.0576,3.6044,3.4404,3.5599,ok,,1.0,
fishspeech,ajustado,83,v2,1.0,1.0,3.9867,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\083.wav,Você ouviu aquele barulho estranho?,Você ouviu aquele barulho estranho?,2.043,0,,3.9867,3.1444,4.4234,3.7567,4.286,3.7023,3.2998,3.8981,ok,,1.0,
fishspeech,ajustado,84,v1,1.0,1.0,3.7942,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\084.wav,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema.,A recepcionista confirmou. A reserva imediatamente após localizar os dados no sistema.,6.037,0,,3.7942,3.6619,4.3293,4.0249,4.0074,3.7302,3.659,3.9503,ok,,1.0,
fishspeech,ajustado,85,v2,1.0,1.0,3.9394,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\085.wav,O trânsito melhorou bastante.,o trânsito melhorou bastante.,2.043,0,,3.9394,3.8185,4.4752,3.7434,3.7481,3.3406,3.2753,3.8715,ok,,1.0,
fishspeech,ajustado,86,v2,0.8295,0.8295,3.7674,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\086.wav,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes.",enquanto caminhava pela ONU da série de crianças brincando e pessoas praticando em spots.,5.805,15,,3.7674,3.3395,4.2214,3.7143,3.9711,3.4635,3.376,3.7357,ok,,0.8295,
fishspeech,ajustado,87,v2,1.0,1.0,3.5257,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente sete horas da manhã.,6.362,0,,3.5257,2.2809,4.3505,3.9977,3.7562,3.4786,3.4862,3.7509,ok,,1.0,
fishspeech,ajustado,88,v1,1.0,1.0,3.7114,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\088.wav,O funcionário organizou os documentos para facilitar futuras consultas.,O funcionário organizou os documentos para facilitar futuras consultas.,3.947,0,,3.7114,3.4736,4.254,4.0044,3.6729,3.5343,3.5461,3.8701,ok,,1.0,
fishspeech,ajustado,89,v1,0.6667,0.6667,3.4253,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\089.wav,O jantar estava ótimo.,O já tava ótimo.,3.204,7,,3.4253,3.0514,4.2924,4.0151,3.7324,3.4113,3.3396,3.8506,ok,,0.6667,
fishspeech,ajustado,90,v2,0.4,0.4,3.3927,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\090.wav,Será que ainda há vagas disponíveis?,Será que ainda?,6.362,21,,3.3927,2.3383,4.3249,3.8801,3.8652,3.0828,3.4905,4.0177,ok,,0.4,
fishspeech,ajustado,91,v3,1.0,1.0,3.6546,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\091.wav,A entrega foi realizada com sucesso.,A entrega foi realizada com sucesso.,3.901,0,,3.6546,2.6612,4.262,3.7044,4.0339,3.0321,3.587,3.513,ok,,1.0,
fishspeech,ajustado,92,v3,1.0,1.0,3.9568,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",13.653,0,,3.9568,2.9309,4.4275,4.1079,4.3296,3.2429,3.6064,3.9202,ok,,1.0,
fishspeech,ajustado,93,v1,1.0,1.0,2.475,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\093.wav,O teatro estava cheio naquela noite.,O Teatro estava cheio naquela noite.,2.09,0,,2.475,2.0886,2.7931,2.9096,3.9138,2.9439,3.6955,3.3904,ok,,1.0,
fishspeech,ajustado,94,v3,0.9091,0.9091,3.6666,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\094.wav,Você costuma acordar cedo nos fins de semana?,"Você costuma acordar cedo, no mês de semana?",6.734,4,,3.6666,2.3748,4.3852,3.9688,4.1547,3.242,3.6922,4.0445,ok,,0.9091,
fishspeech,ajustado,95,v2,1.0,1.0,3.628,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\095.wav,O comerciante percebeu um aumento significativo no movimento durante o período de férias.,O comerciante percebeu um aumento significativo no movimento durante o período de férias.,10.588,0,,3.628,2.752,4.2061,3.8169,4.0148,2.9653,3.7223,3.9388,ok,,1.0,
fishspeech,ajustado,96,v2,1.0,1.0,3.5952,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\096.wav,O parque abriu normalmente.,O parque abriu normalmente.,3.901,0,,3.5952,2.4782,4.3282,3.7051,4.1465,2.9906,3.6557,3.7609,ok,,1.0,
fishspeech,ajustado,97,v2,1.0,1.0,3.7648,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,"A pesquisadora revisou os dados diversas vezes, antes de publicar os resultados finais.",9.567,0,,3.7648,2.8066,4.3779,3.9818,4.1916,3.1387,3.7455,3.987,ok,,1.0,
fishspeech,ajustado,98,v2,1.0,1.0,3.6193,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\098.wav,O tempo mudou rapidamente.,O tempo mudou rapidamente.,3.204,0,,3.6193,2.834,4.1591,3.762,4.1312,2.9168,3.555,3.704,ok,,1.0,
fishspeech,ajustado,99,v1,0.4746,0.4746,2.3291,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\099.wav,Eu gostaria de confirmar o horário exato da próxima reunião.,E... E... E... E... E... E de confirmar... E... O horário exato...,21.873,31,,2.3291,2.2334,3.7096,2.493,2.8915,2.5954,3.1467,3.0546,ok,,0.4746,
fishspeech,ajustado,100,v1,1.0,1.0,3.5579,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\100.wav,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto.","Após uma longa jornada de trabalho, todos comemoraram o encerramento bem sucedido do projeto.",12.446,0,,3.5579,2.623,4.2712,3.7843,3.77,2.7528,3.7062,3.7686,ok,,1.0,
unsloth,original,1,v3,1.0,1.0,4.9546,nisqa_overall,unsloth\outputs_final_experiment\original\v3\001.wav,Hoje o trânsito estava tranquilo.,Hoje o trânsito estava tranquilo.,2.475,0,,4.9546,4.6546,4.838,4.4616,4.7082,3.878,3.5919,4.1768,ok,,1.0,
unsloth,original,2,v2,0.8519,0.8519,5.0084,nisqa_overall,unsloth\outputs_final_experiment\original\v2\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Azul conseguiu encontrar o endessa correto da reunião.,3.157,8,,5.0084,4.4987,4.7381,4.3845,4.571,3.8651,3.5419,4.0361,ok,,0.8519,
unsloth,original,3,v2,1.0,1.0,4.9178,nisqa_overall,unsloth\outputs_final_experiment\original\v2\003.wav,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança.","depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança.",5.547,0,,4.9178,4.6123,4.7633,4.323,4.6261,4.1311,3.6512,4.1967,ok,,1.0,
unsloth,original,4,v1,1.0,1.0,4.6017,nisqa_overall,unsloth\outputs_final_experiment\original\v1\004.wav,O café estava tão quente que precisei esperar alguns minutos antes de beber.,O café estava tão quente que precisei esperar alguns minutos antes de beber.,5.291,0,,4.6017,4.3241,4.5598,4.1428,4.4436,4.0755,3.5584,4.1534,ok,,1.0,
unsloth,original,5,v3,0.9787,0.9787,4.9682,nisqa_overall,unsloth\outputs_final_experiment\original\v3\005.wav,Que surpresa agradável encontrar vocês por aqui!,Que surpresa agradável encontrar voces por aqui.,3.243,1,,4.9682,4.656,4.7787,4.4934,4.5147,3.9671,3.5739,4.2204,ok,,0.9787,
unsloth,original,6,v2,0.9889,0.9889,4.7998,nisqa_overall,unsloth\outputs_final_experiment\original\v2\006.wav,A previsão indica possibilidade de chuva forte entre o final da tarde e o início da noite.,A previsão indica possibilidade de chuva forte entre o final da tarde e o infício da noite.,7.339,1,,4.7998,4.5117,4.7279,4.3202,4.5869,3.8615,3.5284,4.193,ok,,0.9889,
unsloth,original,7,v1,1.0,1.0,4.6866,nisqa_overall,unsloth\outputs_final_experiment\original\v1\007.wav,Ontem eu passei rapidamente no mercado.,"Ontem, eu passei rapidamente no mercado.",2.304,0,,4.6866,4.5619,4.584,4.1566,4.5365,3.7989,3.6454,4.1988,ok,,1.0,
unsloth,original,8,v3,0.9394,0.9394,4.9677,nisqa_overall,unsloth\outputs_final_experiment\original\v3\008.wav,Você lembra qual foi o horário combinado para o encontro de amanhã?,Ação lembra qual foi o horário combinado para o encontro de amanhã?,3.925,4,,4.9677,4.6519,4.8242,4.4521,4.6794,4.0036,3.5488,4.1468,ok,,0.9394,
unsloth,original,9,v1,0.7701,0.7701,4.8684,nisqa_overall,unsloth\outputs_final_experiment\original\v1\009.wav,"Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada.","durante a viagem ao interior, observamos várias paisagens diferentes.",4.437,20,,4.8684,4.55,4.7615,4.3759,4.6362,4.0851,3.4557,4.0654,ok,,0.7701,
unsloth,original,10,v1,1.0,1.0,4.9329,nisqa_overall,unsloth\outputs_final_experiment\original\v1\010.wav,O computador reiniciou sozinho.,O computador reiniciou sozinho.,1.963,0,,4.9329,4.6015,4.8067,4.4459,4.6446,3.8286,3.5676,4.1223,ok,,1.0,
unsloth,original,11,v1,1.0,1.0,4.7514,nisqa_overall,unsloth\outputs_final_experiment\original\v1\011.wav,Ainda não recebi a confirmação da inscrição.,Ainda não recebi a confirmação da inscrição.,2.816,0,,4.7514,4.4152,4.6333,4.2282,4.5621,3.5152,3.3032,3.5095,ok,,1.0,
unsloth,original,12,v2,0.7387,0.7387,4.7958,nisqa_overall,unsloth\outputs_final_experiment\original\v2\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não em...",5.461,29,,4.7958,4.5009,4.7267,4.3736,4.6219,4.0071,3.5342,4.1301,ok,,0.7387,
unsloth,original,13,v1,0.8333,0.8333,4.4139,nisqa_overall,unsloth\outputs_final_experiment\original\v1\013.wav,Será que o ônibus passa por esta rua?,Será que o ar se passa por esta rua?,2.219,6,,4.4139,4.3241,4.5828,4.0868,4.1843,3.9211,3.5853,4.1817,ok,,0.8333,
unsloth,original,14,v2,1.0,1.0,4.8914,nisqa_overall,unsloth\outputs_final_experiment\original\v2\014.wav,O técnico resolveu o problema em poucos minutos.,o técnico resolveu o problema em poucos minutos.,3.072,0,,4.8914,4.5808,4.7255,4.3315,4.5984,3.7198,3.5378,4.16,ok,,1.0,
unsloth,original,15,v1,0.7465,0.7465,4.7906,nisqa_overall,unsloth\outputs_final_experiment\original\v1\015.wav,"Depois que a energia voltou, todos retomaram suas atividades normalmente.","Depois que a NG voltou, todos repomaram suas atividades.",3.584,18,,4.7906,4.5075,4.7063,4.3488,4.5704,3.8835,3.4441,4.0622,ok,,0.7465,
unsloth,original,16,v1,0.7619,0.7619,4.8149,nisqa_overall,unsloth\outputs_final_experiment\original\v1\016.wav,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão.,"Meu avó sempre contava histórias interessantes. Sob a época, em que...",4.693,20,,4.8149,4.5042,4.6996,4.2867,4.5858,3.9484,3.6916,4.2094,ok,,0.7619,
unsloth,original,17,v2,0.9189,0.9189,4.805,nisqa_overall,unsloth\outputs_final_experiment\original\v2\017.wav,Você pode repetir a última informação?,ou pode repetir a última informação.,2.56,3,,4.805,4.5892,4.7831,4.5305,4.6984,3.4534,3.4603,3.9452,ok,,0.9189,
unsloth,original,18,v1,0.75,0.75,4.906,nisqa_overall,unsloth\outputs_final_experiment\original\v1\018.wav,A encomenda chegou exatamente no prazo informado pela transportadora.,A encomenda chegou exatamente no prazo formado pela...,3.328,17,,4.906,4.5803,4.7361,4.4198,4.6859,3.8654,3.5967,3.9551,ok,,0.75,
unsloth,original,19,v2,0.9067,0.9067,4.9094,nisqa_overall,unsloth\outputs_final_experiment\original\v2\019.wav,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro.,No próximo sábado haverá uma caminhada organizada pelos moradores do...,3.84,7,,4.9094,4.4029,4.6658,4.3694,4.593,3.7149,3.5924,3.5411,ok,,0.9067,
unsloth,original,20,v1,1.0,1.0,4.6594,nisqa_overall,unsloth\outputs_final_experiment\original\v1\020.wav,Faz bastante calor hoje.,faz bastante calor hoje.,1.707,0,,4.6594,4.034,4.6208,4.2069,4.495,3.5484,3.559,4.0175,ok,,1.0,
unsloth,original,21,v1,0.9487,0.9487,4.881,nisqa_overall,unsloth\outputs_final_experiment\original\v1\021.wav,O professor pediu que os alunos entregassem os trabalhos até a próxima semana.,O professor pediu que os alheios entregassem os tragalhos. Até a próxima semana.,4.437,4,,4.881,4.4815,4.7387,4.3411,4.6484,4.0688,3.6394,4.0505,ok,,0.9487,
unsloth,original,22,v3,1.0,1.0,4.4472,nisqa_overall,unsloth\outputs_final_experiment\original\v3\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,2.987,0,,4.4472,4.346,3.9435,3.9499,4.2716,3.939,3.6139,4.1178,ok,,1.0,
unsloth,original,23,v3,1.0,1.0,4.9035,nisqa_overall,unsloth\outputs_final_experiment\original\v3\023.wav,Qual foi a primeira cidade que você visitou durante as férias?,Qual foi a primeira cidade que você visitou durante as férias?,3.669,0,,4.9035,4.5731,4.7953,4.3839,4.6712,4.0396,3.5376,4.1493,ok,,1.0,
unsloth,original,24,v3,0.806,0.806,4.8516,nisqa_overall,unsloth\outputs_final_experiment\original\v3\024.wav,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas.","Apesar da chuva intensa, a cerimônia aconteceu sem drama.",3.584,13,,4.8516,4.5852,4.719,4.3016,4.6016,3.9596,3.3225,4.0278,ok,,0.806,
unsloth,original,25,v2,0.9855,0.9855,4.847,nisqa_overall,unsloth\outputs_final_experiment\original\v2\025.wav,O cachorro correu até o portão assim que ouviu o carro se aproximando.,O cachorro correu até o cortão assim que ouviu o carro se aproximando.,4.437,1,,4.847,4.5839,4.7634,4.4274,4.6997,4.133,3.6044,4.135,ok,,0.9855,
unsloth,original,26,v2,0.7805,0.7805,4.8019,nisqa_overall,unsloth\outputs_final_experiment\original\v2\026.wav,Você sabe onde fica a biblioteca central?,Mas sabe onde estive a biblioteca central?,2.56,9,,4.8019,4.4636,4.6295,4.2388,4.5665,3.6843,3.7093,4.2104,ok,,0.7805,
unsloth,original,27,v3,0.88,0.88,4.9502,nisqa_overall,unsloth\outputs_final_experiment\original\v3\027.wav,O relatório foi concluído.,O relator foi concluído.,1.707,3,,4.9502,4.5761,4.7548,4.2911,4.6113,3.5311,3.4682,4.0526,ok,,0.88,
unsloth,original,28,v1,0.6023,0.6023,4.1955,nisqa_overall,unsloth\outputs_final_experiment\original\v1\028.wav,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente.","durante a madrugada, o vento ficou mais forte e algum zá...",4.437,35,,4.1955,4.2512,3.9185,3.9272,4.321,3.8038,3.6543,4.1353,ok,,0.6023,
unsloth,original,29,v3,1.0,1.0,5.083,nisqa_overall,unsloth\outputs_final_experiment\original\v3\029.wav,Que horas são agora?,Que horas são agora?,1.792,0,,5.083,4.3717,4.9267,4.6414,4.5766,3.634,3.4277,4.1149,ok,,1.0,
unsloth,original,30,v3,0.9688,0.9688,5.0166,nisqa_overall,unsloth\outputs_final_experiment\original\v3\030.wav,A médica explicou com calma cada etapa do tratamento recomendado.,A médica explicou com calma cada etapa do tratamento recomendo.,3.584,2,,5.0166,4.6702,4.8039,4.3739,4.6349,3.8894,3.6317,4.0691,ok,,0.9688,
unsloth,original,31,v2,1.0,1.0,4.867,nisqa_overall,unsloth\outputs_final_experiment\original\v2\031.wav,O grupo decidiu antecipar a saída.,O grupo decidiu antecipar a saída.,2.304,0,,4.867,4.5868,4.7569,4.4383,4.6531,3.7522,3.5349,4.0733,ok,,1.0,
unsloth,original,32,v2,0.6571,0.6571,4.7231,nisqa_overall,unsloth\outputs_final_experiment\original\v2\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o início da palestra, conversamos sobre projetos...",4.693,36,,4.7231,4.3621,4.6439,4.371,4.5683,4.011,3.5063,4.0265,ok,,0.6571,
unsloth,original,33,v3,1.0,1.0,4.9485,nisqa_overall,unsloth\outputs_final_experiment\original\v3\033.wav,O restaurante estava lotado.,O restaurante estava lotado.,1.963,0,,4.9485,4.5721,4.7828,4.3633,4.666,3.7802,3.5465,4.1732,ok,,1.0,
unsloth,original,34,v2,0.8475,0.8475,4.8789,nisqa_overall,unsloth\outputs_final_experiment\original\v2\034.wav,Você já assistiu ao filme que foi lançado na semana passada?,A Oujá assistiu ao filme que foi ideado na semana passada.,3.84,9,,4.8789,4.5766,4.7944,4.4543,4.6937,3.3954,3.5032,4.0244,ok,,0.8475,
unsloth,original,35,v3,0.8235,0.8235,4.8741,nisqa_overall,unsloth\outputs_final_experiment\original\v3\035.wav,"Depois de vários testes, conseguimos identificar a origem do problema.","depois de vários testes, conseguimos identificar a origem...",3.584,12,,4.8741,4.4882,4.7981,4.4036,4.6341,3.7192,3.4489,4.0874,ok,,0.8235,
unsloth,original,36,v2,0.9032,0.9032,4.952,nisqa_overall,unsloth\outputs_final_experiment\original\v2\036.wav,A praia estava praticamente vazia naquela manhã de terça-feira.,A praia estava praticamente vazia naquela manhã de terças...,3.328,6,,4.952,4.5808,4.7807,4.4437,4.6997,4.0388,3.6825,4.013,ok,,0.9032,
unsloth,original,37,v1,1.0,1.0,4.7668,nisqa_overall,unsloth\outputs_final_experiment\original\v1\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginávamos.,3.072,0,,4.7668,4.484,4.6909,4.3771,4.6049,3.7861,3.4748,3.6471,ok,,1.0,
unsloth,original,38,v1,0.9538,0.9538,4.7342,nisqa_overall,unsloth\outputs_final_experiment\original\v1\038.wav,Eu precisava apenas de alguns minutos para terminar aquela tarefa.,Eu precisava apenas de alguns minutos para terminar aquela teva.,3.584,3,,4.7342,4.5045,4.6466,4.2037,4.5778,3.8347,3.5918,4.1737,ok,,0.9538,
unsloth,original,39,v1,1.0,1.0,4.8014,nisqa_overall,unsloth\outputs_final_experiment\original\v1\039.wav,A apresentação terminou com aplausos.,A apresentação terminou com aplausos.,2.219,0,,4.8014,4.4128,4.7315,4.446,4.7298,3.8726,3.594,3.9923,ok,,1.0,
unsloth,original,40,v3,0.8947,0.8947,5.0706,nisqa_overall,unsloth\outputs_final_experiment\original\v3\040.wav,Você pretende viajar durante o feriado?,Ação pretende viajar durante o feriado?,2.475,4,,5.0706,4.6261,4.8435,4.5056,4.674,3.8316,3.5664,4.1668,ok,,0.8947,
unsloth,original,41,v1,0.95,0.95,4.8607,nisqa_overall,unsloth\outputs_final_experiment\original\v1\041.wav,O elevador parou no décimo segundo andar.,O elevador parou um décimo segundo andar.,2.475,2,,4.8607,4.5435,4.7303,4.3758,4.6639,3.5844,3.5792,4.0535,ok,,0.95,
unsloth,original,42,v3,0.9195,0.9195,4.9637,nisqa_overall,unsloth\outputs_final_experiment\original\v3\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da...",4.693,7,,4.9637,4.6266,4.851,4.4706,4.6638,3.986,3.4065,4.0434,ok,,0.9195,
unsloth,original,43,v3,0.8947,0.8947,4.8664,nisqa_overall,unsloth\outputs_final_experiment\original\v3\043.wav,O mercado fecha às oito horas da noite.,O mercado fecha às 8 horas da noite.,2.56,4,,4.8664,4.5432,4.7921,4.455,4.6725,3.5489,3.0579,3.6637,ok,,0.8947,
unsloth,original,44,v3,0.7632,0.7632,4.8352,nisqa_overall,unsloth\outputs_final_experiment\original\v3\044.wav,A criança ficou observando atentamente os peixes coloridos dentro do aquário.,A criança ficou observando atentamente os peixes coloridos.,3.84,18,,4.8352,4.4069,4.7307,4.2762,4.5963,3.7688,3.3726,3.6527,ok,,0.7632,
unsloth,original,45,v3,0.8947,0.8947,4.919,nisqa_overall,unsloth\outputs_final_experiment\original\v3\045.wav,Você conseguiu falar com o responsável?,a se conseguiu falar com o responsável.,2.389,4,,4.919,4.5629,4.8042,4.4643,4.7066,3.6567,3.6549,4.1689,ok,,0.8947,
unsloth,original,46,v1,0.7303,0.7303,4.8124,nisqa_overall,unsloth\outputs_final_experiment\original\v1\046.wav,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento.,O motorista precisou escolher uma rota alternativa para evitar um...,4.096,24,,4.8124,4.6178,4.7557,4.3372,4.6241,3.9836,3.5535,4.0963,ok,,0.7303,
unsloth,original,47,v1,1.0,1.0,4.9266,nisqa_overall,unsloth\outputs_final_experiment\original\v1\047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,1.877,0,,4.9266,4.4704,4.8242,4.442,4.6911,3.8148,3.4866,4.1188,ok,,1.0,
unsloth,original,48,v3,0.6966,0.6966,4.9217,nisqa_overall,unsloth\outputs_final_experiment\original\v3\048.wav,O pesquisador apresentou resultados preliminares bastante promissores durante o seminário.,O pesquisador apresentou resultados preliminares bastante pras...,3.584,27,,4.9217,4.5214,4.7792,4.394,4.673,4.0157,3.6169,4.1303,ok,,0.6966,
unsloth,original,49,v3,0.7742,0.7742,4.8723,nisqa_overall,unsloth\outputs_final_experiment\original\v3\049.wav,Parece que vai chover novamente.,Parece que vai chover a banha.,1.877,7,,4.8723,4.5501,4.7358,4.4084,4.6499,3.8819,3.4687,3.9142,ok,,0.7742,
