modelo,condicao,variacao,indice,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,lev_sim,mosanet_mos,nisqa_overall,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,dns_sig,dns_bak,dns_ovrl,mos_principal,mos_principal_fonte,status,erro
unsloth,original,v3,52,unsloth\outputs_final_experiment\original\v3\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","depois de meses de planejamento e preparação, a que, finalmente, iniciou a...",4.949,23,0.7553,,4.9302,4.5391,4.8105,4.4421,4.707,3.8488,3.5139,4.1565,4.9302,nisqa_overall,ok,
unsloth,original,v3,57,unsloth\outputs_final_experiment\original\v3\057.wav,Ainda falta muito?,ainda falta muito.,1.451,0,1.0,,4.5099,4.3107,4.4709,4.1095,4.4693,3.7024,3.2019,4.032,4.5099,nisqa_overall,ok,
unsloth,original,v3,62,unsloth\outputs_final_experiment\original\v3\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas es...",4.693,16,0.8202,,4.9321,4.5627,4.8124,4.4308,4.6967,4.0084,3.5738,4.0679,4.9321,nisqa_overall,ok,
unsloth,original,v3,67,unsloth\outputs_final_experiment\original\v3\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda ensaiou durante toda a tarde para apresentar uma arcada para o fim de semana.,5.205,8,0.9059,,4.8857,4.5709,4.7652,4.3799,4.6535,3.9583,3.6342,4.202,4.8857,nisqa_overall,ok,
unsloth,original,v3,72,unsloth\outputs_final_experiment\original\v3\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Açado qual é o número da sala onde acontecerá a incrível vista?,3.584,14,0.7742,,4.7905,4.5242,4.7326,4.407,4.6471,3.9418,3.6303,4.1219,4.7905,nisqa_overall,ok,
unsloth,original,v3,77,unsloth\outputs_final_experiment\original\v3\077.wav,Já está tudo pronto?,Já está tudo pronto.,1.963,0,1.0,,4.4461,4.1096,4.3689,4.3108,4.2138,3.3279,3.6716,4.1655,4.4461,nisqa_overall,ok,
unsloth,original,v3,82,unsloth\outputs_final_experiment\original\v3\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente.,3.84,26,0.675,,4.8635,4.4115,4.7619,4.4355,4.6501,3.6458,3.605,3.8387,4.8635,nisqa_overall,ok,
unsloth,original,v3,87,unsloth\outputs_final_experiment\original\v3\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente sete horas da manhã.,3.072,0,1.0,,4.8821,4.3175,4.6497,4.3959,4.6,3.6775,3.5731,3.8652,4.8821,nisqa_overall,ok,
unsloth,original,v3,92,unsloth\outputs_final_experiment\original\v3\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","e depois de comparar diferentes alternativas, escolhemos a solução que parecia...",4.949,32,0.6952,,4.7464,4.2881,4.7035,4.1989,4.539,4.1614,3.5694,4.1709,4.7464,nisqa_overall,ok,
unsloth,original,v3,97,unsloth\outputs_final_experiment\original\v3\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os res...,4.437,14,0.8353,,4.8249,4.4829,4.6676,4.3275,4.5637,3.9122,3.6098,4.2036,4.8249,nisqa_overall,ok,
unsloth,ajustado,v1,2,unsloth\outputs_final_experiment\ajustado\v1\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Conseguiu encontrar o endecer correto da reunião?,5.547,8,0.8519,,4.4753,3.952,4.6114,4.431,4.4911,3.8267,3.6139,4.15,4.4753,nisqa_overall,ok,
unsloth,ajustado,v1,7,unsloth\outputs_final_experiment\ajustado\v1\007.wav,Ontem eu passei rapidamente no mercado.,,0.171,38,0.0,,2.895,3.0318,3.4121,2.9679,3.0392,2.5266,2.4957,2.4278,2.895,nisqa_overall,ok,
unsloth,ajustado,v1,12,unsloth\outputs_final_experiment\ajustado\v1\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",9.557,0,1.0,,4.3685,3.8785,4.7638,4.2539,4.3898,3.5812,3.7322,4.2018,4.3685,nisqa_overall,ok,
unsloth,ajustado,v1,17,unsloth\outputs_final_experiment\ajustado\v1\017.wav,Você pode repetir a última informação?,,0.171,37,0.0,,2.895,3.0318,3.4121,2.9679,3.0392,2.5266,2.4957,2.4278,2.895,nisqa_overall,ok,
unsloth,ajustado,v1,22,unsloth\outputs_final_experiment\ajustado\v1\022.wav,Eu não esperava encontrar tanta gente naquele horário.,,0.171,53,0.0,,2.895,3.0318,3.4121,2.9679,3.0392,2.5266,2.4957,2.4278,2.895,nisqa_overall,ok,
unsloth,ajustado,v1,27,unsloth\outputs_final_experiment\ajustado\v1\027.wav,O relatório foi concluído.,,0.171,25,0.0,,2.958,3.0158,3.3173,3.0652,2.9831,2.6818,3.2922,2.8207,2.958,nisqa_overall,ok,
unsloth,ajustado,v1,32,unsloth\outputs_final_experiment\ajustado\v1\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardarmos o indício da palestra, conversamos sobre projetos futuros e oportunidades desses.",7.424,11,0.8952,,3.9889,3.4598,4.358,3.9109,4.2061,3.7184,3.656,3.9798,3.9889,nisqa_overall,ok,
unsloth,ajustado,v1,37,unsloth\outputs_final_experiment\ajustado\v1\037.wav,O resultado saiu mais cedo do que imaginávamos.,,0.512,46,0.0,,3.1306,2.9467,3.5664,3.1685,3.2032,2.474,2.6926,2.618,3.1306,nisqa_overall,ok,
unsloth,ajustado,v1,42,unsloth\outputs_final_experiment\ajustado\v1\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fracos curiosos sobre a história da região.",6.656,2,0.9773,,4.6407,3.4918,4.8007,4.4985,4.4304,3.7004,3.6037,3.91,4.6407,nisqa_overall,ok,
unsloth,ajustado,v1,47,unsloth\outputs_final_experiment\ajustado\v1\047.wav,Hoje acordei mais cedo.,,0.085,22,0.0,,,,,,,2.3643,2.734,2.7933,2.7933,dns_ovrl,ok,
unsloth,ajustado,v1,52,unsloth\outputs_final_experiment\ajustado\v1\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, aqui finalmente iniciou as exuções do prazer.",12.459,14,0.8511,,4.1796,3.4075,4.5066,4.1058,3.9282,3.8735,3.592,4.0628,4.1796,nisqa_overall,ok,
unsloth,ajustado,v1,57,unsloth\outputs_final_experiment\ajustado\v1\057.wav,Ainda falta muito?,ainda falta muito,2.048,0,1.0,,4.3009,3.5663,4.3798,4.0911,4.2541,3.6494,3.4468,4.0082,4.3009,nisqa_overall,ok,
unsloth,ajustado,v1,62,unsloth\outputs_final_experiment\ajustado\v1\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",quando a chuva diminuiu. As pessoas voltaram gradualmente para as áreas externas do parque.,6.656,0,1.0,,4.3993,4.0348,4.6015,4.2698,4.4355,3.5223,3.583,4.1094,4.3993,nisqa_overall,ok,
unsloth,ajustado,v1,67,unsloth\outputs_final_experiment\ajustado\v1\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda ensaiou durante toda a tarde para a apresentação marcada para posem do Simono.,6.997,8,0.9059,,4.5176,4.2301,4.5927,4.3147,4.5579,3.8934,3.6589,4.1844,4.5176,nisqa_overall,ok,
unsloth,ajustado,v1,72,unsloth\outputs_final_experiment\ajustado\v1\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,ao sapo qual a unona da sala não acontecerá em prevista,4.523,21,0.6613,,4.2465,3.7908,4.5274,4.0474,4.4273,3.8968,3.6228,4.1135,4.2465,nisqa_overall,ok,
unsloth,ajustado,v1,77,unsloth\outputs_final_experiment\ajustado\v1\077.wav,Já está tudo pronto?,,0.256,19,0.0,,2.9502,2.9108,3.4222,3.0483,3.0676,2.46,2.6903,2.6453,2.9502,nisqa_overall,ok,
unsloth,ajustado,v1,82,unsloth\outputs_final_experiment\ajustado\v1\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada deixante da cerimônia.,5.376,4,0.9506,,4.4872,3.7648,4.5028,4.1769,4.1491,3.4491,3.6717,4.0389,4.4872,nisqa_overall,ok,
unsloth,ajustado,v1,87,unsloth\outputs_final_experiment\ajustado\v1\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente sete horas da manhã.,4.608,0,1.0,,4.745,3.9909,4.7834,4.4828,4.6512,3.0826,3.5248,3.9825,4.745,nisqa_overall,ok,
unsloth,ajustado,v1,92,unsloth\outputs_final_experiment\ajustado\v1\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","depois de comparar diferentes alternativas, escolher uma solução que parecia mais adequada para o problema.",8.192,4,0.9619,,4.5923,3.9401,4.5452,4.3054,4.5798,4.0007,3.5664,4.0146,4.5923,nisqa_overall,ok,
unsloth,ajustado,v1,97,unsloth\outputs_final_experiment\ajustado\v1\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados,2.475,54,0.3647,,4.7747,4.3773,4.7876,4.3677,4.6547,3.5075,3.4512,4.003,4.7747,nisqa_overall,ok,
unsloth,ajustado,v2,2,unsloth\outputs_final_experiment\ajustado\v2\002.wav,Você conseguiu encontrar o endereço correto da reunião?,O SOCO conseguiu encontrá-lo da SOCO da reunião?,5.035,19,0.6481,,4.3495,3.7357,4.4856,4.288,4.3698,3.6697,3.6879,4.1366,4.3495,nisqa_overall,ok,
unsloth,ajustado,v2,7,unsloth\outputs_final_experiment\ajustado\v2\007.wav,Ontem eu passei rapidamente no mercado.,,0.427,38,0.0,,3.13,2.9353,3.5659,3.1766,3.2044,2.429,2.282,2.2144,3.13,nisqa_overall,ok,
unsloth,ajustado,v2,12,unsloth\outputs_final_experiment\ajustado\v2\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao alcaldo evento, a apresentação já havia começado e quase não encontramos lugares disponsivos.",10.411,7,0.9369,,3.9711,3.426,4.3733,4.272,4.2583,3.6903,3.7202,4.141,3.9711,nisqa_overall,ok,
unsloth,ajustado,v2,17,unsloth\outputs_final_experiment\ajustado\v2\017.wav,Você pode repetir a última informação?,,0.256,37,0.0,,2.9655,2.9297,3.4237,3.0508,3.0512,2.4668,2.6914,2.6377,2.9655,nisqa_overall,ok,
unsloth,ajustado,v2,22,unsloth\outputs_final_experiment\ajustado\v2\022.wav,Eu não esperava encontrar tanta gente naquele horário.,,0.171,53,0.0,,2.548,2.9268,3.1348,2.7079,2.7646,2.519,2.4944,2.4492,2.548,nisqa_overall,ok,
unsloth,ajustado,v2,27,unsloth\outputs_final_experiment\ajustado\v2\027.wav,O relatório foi concluído.,,0.085,25,0.0,,,,,,,2.3698,2.7371,2.785,2.785,dns_ovrl,ok,
unsloth,ajustado,v2,32,unsloth\outputs_final_experiment\ajustado\v2\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardá-lo no início da palestra, conversamos sobre projetos futuros e oportunidades de...",9.813,14,0.8667,,4.4651,3.822,4.5017,4.4347,4.462,3.5814,3.728,4.1793,4.4651,nisqa_overall,ok,
unsloth,ajustado,v2,37,unsloth\outputs_final_experiment\ajustado\v2\037.wav,O resultado saiu mais cedo do que imaginávamos.,,0.171,46,0.0,,2.548,2.9268,3.1348,2.7079,2.7646,2.519,2.4944,2.4492,2.548,nisqa_overall,ok,
unsloth,ajustado,v2,42,unsloth\outputs_final_experiment\ajustado\v2\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",durante a visita ao museu. Aprendemos diversos fatos curiosos sobre a estúria da região.,5.291,3,0.9655,,4.0747,3.4772,4.3989,3.9104,4.2956,3.9746,3.4088,3.7554,4.0747,nisqa_overall,ok,
unsloth,ajustado,v2,47,unsloth\outputs_final_experiment\ajustado\v2\047.wav,Hoje acordei mais cedo.,,0.512,22,0.0,,3.1802,2.9489,3.605,3.2049,3.2403,2.4474,2.7001,2.6567,3.1802,nisqa_overall,ok,
unsloth,ajustado,v2,52,unsloth\outputs_final_experiment\ajustado\v2\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","depois de meses de planejamento e preparação, aqui e finalmente iniciou a Exército do Prazão.",9.387,12,0.8723,,4.1767,3.6815,4.5451,4.2114,4.0896,3.9558,3.7485,4.1792,4.1767,nisqa_overall,ok,
unsloth,ajustado,v2,57,unsloth\outputs_final_experiment\ajustado\v2\057.wav,Ainda falta muito?,ainda falta muito.,1.536,0,1.0,,3.8284,3.6181,4.3317,3.8684,4.1901,3.138,3.4762,4.0186,3.8284,nisqa_overall,ok,
unsloth,ajustado,v2,62,unsloth\outputs_final_experiment\ajustado\v2\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",Quanta chuva diminuiu? As pessoas voltaram gradualmente para as áreas externas do parque.,7.253,3,0.9663,,4.385,3.8887,4.563,4.3414,4.5337,3.4147,3.6304,4.1617,4.385,nisqa_overall,ok,
unsloth,ajustado,v2,67,unsloth\outputs_final_experiment\ajustado\v2\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,Abandonçaiu!,1.109,75,0.1176,,4.4983,3.9348,4.6722,4.2992,3.8778,3.1583,2.8606,3.6337,4.4983,nisqa_overall,ok,
unsloth,ajustado,v2,72,unsloth\outputs_final_experiment\ajustado\v2\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,,11.691,62,0.0,,1.4321,2.0285,2.5928,2.1071,1.6397,2.2312,2.2004,3.0522,1.4321,nisqa_overall,ok,
unsloth,ajustado,v2,77,unsloth\outputs_final_experiment\ajustado\v2\077.wav,Já está tudo pronto?,,0.427,19,0.0,,3.13,2.9353,3.5659,3.1766,3.2044,2.429,2.282,2.2144,3.13,nisqa_overall,ok,
unsloth,ajustado,v2,82,unsloth\outputs_final_experiment\ajustado\v2\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,"O casal passou vários meses organizando cuíra e dados à mente, cada deixei da cerimônia.",5.803,14,0.8372,,4.5703,4.0382,4.6204,4.167,4.4763,4.0303,3.4896,3.4616,4.5703,nisqa_overall,ok,
unsloth,ajustado,v2,87,unsloth\outputs_final_experiment\ajustado\v2\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcula exatamente sete...,4.693,18,0.617,,3.8113,3.4254,4.2238,3.8884,4.1705,3.7031,3.7315,4.2651,3.8113,nisqa_overall,ok,
unsloth,ajustado,v2,92,unsloth\outputs_final_experiment\ajustado\v2\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",8.448,0,1.0,,4.0139,3.2692,4.4142,3.8671,4.2464,3.9857,3.6657,3.9773,4.0139,nisqa_overall,ok,
unsloth,ajustado,v2,97,unsloth\outputs_final_experiment\ajustado\v2\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,7.595,0,1.0,,4.4422,3.8446,4.575,4.1785,4.5099,3.9714,3.7219,4.133,4.4422,nisqa_overall,ok,
unsloth,ajustado,v3,2,unsloth\outputs_final_experiment\ajustado\v3\002.wav,Você conseguiu encontrar o endereço correto da reunião?,O socio-encontrado ainda é seu correto à reunião.,4.523,23,0.5741,,4.4048,4.0172,4.6079,4.2099,4.498,3.9036,3.6446,3.8979,4.4048,nisqa_overall,ok,
unsloth,ajustado,v3,7,unsloth\outputs_final_experiment\ajustado\v3\007.wav,Ontem eu passei rapidamente no mercado.,,0.171,38,0.0,,2.598,2.9559,3.187,2.7786,2.7994,2.53,2.425,2.3476,2.598,nisqa_overall,ok,
unsloth,ajustado,v3,12,unsloth\outputs_final_experiment\ajustado\v3\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",11.264,0,1.0,,4.0867,3.4273,4.4887,4.1414,4.3786,3.6271,3.653,4.1741,4.0867,nisqa_overall,ok,
unsloth,ajustado,v3,17,unsloth\outputs_final_experiment\ajustado\v3\017.wav,Você pode repetir a última informação?,,0.171,37,0.0,,2.598,2.9559,3.187,2.7786,2.7994,2.53,2.425,2.3476,2.598,nisqa_overall,ok,
unsloth,ajustado,v3,22,unsloth\outputs_final_experiment\ajustado\v3\022.wav,Eu não esperava encontrar tanta gente naquele horário.,,0.171,53,0.0,,2.598,2.9559,3.187,2.7786,2.7994,2.53,2.425,2.3476,2.598,nisqa_overall,ok,
unsloth,ajustado,v3,27,unsloth\outputs_final_experiment\ajustado\v3\027.wav,O relatório foi concluído.,,0.085,25,0.0,,,,,,,2.3634,2.7336,2.7808,2.7808,dns_ovrl,ok,
unsloth,ajustado,v3,32,unsloth\outputs_final_experiment\ajustado\v3\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o ensino da palestra, conversamos sobre projetos futuros e oportunidades de squish.",9.728,7,0.9333,,4.4162,3.7211,4.521,4.3804,4.586,3.8083,3.7418,4.206,4.4162,nisqa_overall,ok,
unsloth,ajustado,v3,37,unsloth\outputs_final_experiment\ajustado\v3\037.wav,O resultado saiu mais cedo do que imaginávamos.,,0.171,46,0.0,,2.598,2.9559,3.187,2.7786,2.7994,2.53,2.425,2.3476,2.598,nisqa_overall,ok,
unsloth,ajustado,v3,42,unsloth\outputs_final_experiment\ajustado\v3\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos facos curiosos sobre as coisas da região.",6.741,9,0.8966,,4.2772,3.7025,4.618,4.2314,4.4335,3.813,3.6052,4.0806,4.2772,nisqa_overall,ok,
unsloth,ajustado,v3,47,unsloth\outputs_final_experiment\ajustado\v3\047.wav,Hoje acordei mais cedo.,,0.427,22,0.0,,3.1813,2.9814,3.6287,3.2021,3.2422,2.4695,2.2839,2.2249,3.1813,nisqa_overall,ok,
unsloth,ajustado,v3,52,unsloth\outputs_final_experiment\ajustado\v3\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","depois de meses de planejamento e preparação. Aqui, em... Finalmente, iniciou o exercição do Prazo Unido.",8.448,14,0.8571,,4.1055,3.6614,4.3888,3.9236,4.2609,3.4949,3.6772,4.08,4.1055,nisqa_overall,ok,
unsloth,ajustado,v3,57,unsloth\outputs_final_experiment\ajustado\v3\057.wav,Ainda falta muito?,Ainda falta muito.,1.365,0,1.0,,3.8019,3.4729,4.2779,3.7173,4.1909,3.5335,3.4603,3.906,3.8019,nisqa_overall,ok,
unsloth,ajustado,v3,62,unsloth\outputs_final_experiment\ajustado\v3\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas extremas do parque.",5.888,3,0.9663,,3.9555,3.1438,4.3698,3.7891,4.2168,3.7241,3.6166,4.029,3.9555,nisqa_overall,ok,
unsloth,ajustado,v3,67,unsloth\outputs_final_experiment\ajustado\v3\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda saiu durante toda a tarde para a apresentação marcada para o fim de semana.,5.291,3,0.9647,,4.4641,4.0454,4.6084,4.0956,4.4839,3.6859,3.693,4.1693,4.4641,nisqa_overall,ok,
unsloth,ajustado,v3,72,unsloth\outputs_final_experiment\ajustado\v3\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Só o sabe qual é o número da sala da acontecer a entrevista.,5.547,8,0.871,,4.6176,4.0122,4.706,4.4059,4.3639,3.601,3.5424,4.0401,4.6176,nisqa_overall,ok,
unsloth,ajustado,v3,77,unsloth\outputs_final_experiment\ajustado\v3\077.wav,Já está tudo pronto?,,0.512,19,0.0,,3.1209,2.9422,3.558,3.1607,3.1974,2.436,2.6912,2.6226,3.1209,nisqa_overall,ok,
unsloth,ajustado,v3,82,unsloth\outputs_final_experiment\ajustado\v3\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,"O casal passou vários meses organizando cuidadosamente, cada detalhe...",5.376,13,0.8375,,4.1653,3.3784,4.4416,4.1793,4.363,3.8001,3.5369,3.7661,4.1653,nisqa_overall,ok,
unsloth,ajustado,v3,87,unsloth\outputs_final_experiment\ajustado\v3\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou. Exatamente sete horas da manhã.,7.424,0,1.0,,3.7991,2.3604,4.2194,3.8447,3.9033,3.4105,3.6742,3.9517,3.7991,nisqa_overall,ok,
unsloth,ajustado,v3,92,unsloth\outputs_final_experiment\ajustado\v3\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",8.704,0,1.0,,4.4466,3.9384,4.5496,4.3881,4.4883,3.9831,3.6801,4.1064,4.4466,nisqa_overall,ok,
unsloth,ajustado,v3,97,unsloth\outputs_final_experiment\ajustado\v3\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,"A pesquisadora, né? Visou os dados...",3.072,57,0.3294,,4.5634,4.5301,4.6932,4.267,4.1328,3.2874,3.6225,3.9379,4.5634,nisqa_overall,ok,
xtts,original,v1,2,xtts\outputs_final_experiment\original\v1\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Você conseguiu encontrar o endereço correto da reunião?,3.243,0,1.0,,2.8435,3.5302,3.5083,3.1689,3.1214,3.6773,3.61,4.1381,2.8435,nisqa_overall,ok,
xtts,original,v1,7,xtts\outputs_final_experiment\original\v1\007.wav,Ontem eu passei rapidamente no mercado.,Ontem eu passei rapidamente no mercado.,2.272,0,1.0,,2.0738,3.0226,2.5595,2.8472,2.9761,3.4019,3.5033,3.9415,2.0738,nisqa_overall,ok,
xtts,original,v1,12,xtts\outputs_final_experiment\original\v1\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",7.189,0,1.0,,3.2664,3.4423,3.5855,3.0783,3.2674,3.5407,3.5095,3.9152,3.2664,nisqa_overall,ok,
xtts,original,v1,17,xtts\outputs_final_experiment\original\v1\017.wav,Você pode repetir a última informação?,Você pode repetir a última informação?,2.869,0,1.0,,3.0014,2.8632,3.6361,2.8192,2.9715,3.6849,3.406,3.5945,3.0014,nisqa_overall,ok,
xtts,original,v1,22,xtts\outputs_final_experiment\original\v1\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,2.869,0,1.0,,2.9274,3.5272,3.1522,3.165,3.3171,3.5453,3.3291,3.9258,2.9274,nisqa_overall,ok,
xtts,original,v1,27,xtts\outputs_final_experiment\original\v1\027.wav,O relatório foi concluído.,O relatório foi concluído.,2.315,0,1.0,,3.2997,3.6143,4.2545,2.8043,3.4494,3.2898,3.1838,3.9866,3.2997,nisqa_overall,ok,
xtts,original,v1,32,xtts\outputs_final_experiment\original\v1\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o início da palestra, conversamos sobre projetos, futuros e oportunidades de pesquisa.",8.907,0,1.0,,3.4988,3.25,3.1713,3.5385,3.8277,3.6826,3.6311,4.1216,3.4988,nisqa_overall,ok,
xtts,original,v1,37,xtts\outputs_final_experiment\original\v1\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginava.,3.381,4,0.913,,3.5483,3.5249,3.6657,3.265,3.4884,3.7525,3.3058,3.4675,3.5483,nisqa_overall,ok,
xtts,original,v1,42,xtts\outputs_final_experiment\original\v1\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",Durante a visita ao museu aprendemos diversos fatos curiosos sobre a história da região.,5.803,0,1.0,,3.5142,3.36,3.9134,3.3474,3.6579,3.9463,3.4378,3.4946,3.5142,nisqa_overall,ok,
xtts,original,v1,47,xtts\outputs_final_experiment\original\v1\047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,2.08,0,1.0,,1.9395,1.7329,2.2574,2.0484,2.6719,2.9843,3.2333,2.1755,1.9395,nisqa_overall,ok,
xtts,original,v1,52,xtts\outputs_final_experiment\original\v1\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.",7.52,0,1.0,,3.1176,2.3589,3.0753,3.0767,3.3543,3.7396,3.5448,3.8655,3.1176,nisqa_overall,ok,
xtts,original,v1,57,xtts\outputs_final_experiment\original\v1\057.wav,Ainda falta muito?,ainda falta muito.,1.013,0,1.0,,2.4397,1.8921,1.7546,2.6949,3.2277,3.4536,3.2369,4.1353,2.4397,nisqa_overall,ok,
xtts,original,v1,62,xtts\outputs_final_experiment\original\v1\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",9.472,0,1.0,,2.2126,3.0173,2.4052,2.3185,2.3148,3.478,3.1639,4.0495,2.2126,nisqa_overall,ok,
xtts,original,v1,67,xtts\outputs_final_experiment\original\v1\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,,18.528,85,0.0,,1.0949,2.1865,2.798,1.7359,2.114,2.4809,2.4691,3.1954,1.0949,nisqa_overall,ok,
xtts,original,v1,72,xtts\outputs_final_experiment\original\v1\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecerá a entrevista?,4.779,0,1.0,,3.8498,3.9052,4.4333,3.6465,3.8745,3.7055,3.487,3.9509,3.8498,nisqa_overall,ok,
xtts,original,v1,77,xtts\outputs_final_experiment\original\v1\077.wav,Já está tudo pronto?,Já está tudo pronto?,1.899,0,1.0,,3.682,3.8109,4.4246,3.3743,3.9351,3.8426,3.2133,3.634,3.682,nisqa_overall,ok,
xtts,original,v1,82,xtts\outputs_final_experiment\original\v1\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,6.677,0,1.0,,3.9001,3.8419,4.1783,3.6808,4.1391,3.6084,3.3157,3.9099,3.9001,nisqa_overall,ok,
xtts,original,v1,87,xtts\outputs_final_experiment\original\v1\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente 7 horas da manhã.,3.477,4,0.9149,,3.9219,3.8855,4.4092,3.7608,4.1676,3.614,3.2294,3.6372,3.9219,nisqa_overall,ok,
xtts,original,v1,92,xtts\outputs_final_experiment\original\v1\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",7.285,0,1.0,,2.3469,2.7119,2.5871,2.6357,2.7482,3.3275,3.3666,3.5954,2.3469,nisqa_overall,ok,
