indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
13,1,42,Será que o ônibus passa por esta rua?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\013.wav,ok,24.45,
13,2,123,Será que o ônibus passa por esta rua?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\013.wav,ok,22.52,
13,3,456,Será que o ônibus passa por esta rua?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\013.wav,ok,24.27,
14,1,42,O técnico resolveu o problema em poucos minutos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\014.wav,ok,0.3,
14,2,123,O técnico resolveu o problema em poucos minutos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\014.wav,ok,0.31,
14,3,456,O técnico resolveu o problema em poucos minutos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\014.wav,ok,0.44,
15,1,42,"Depois que a energia voltou, todos retomaram suas atividades normalmente",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\015.wav,ok,28.53,
15,2,123,"Depois que a energia voltou, todos retomaram suas atividades normalmente",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\015.wav,ok,28.06,
15,3,456,"Depois que a energia voltou, todos retomaram suas atividades normalmente",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\015.wav,ok,28.28,
16,1,42,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\016.wav,ok,36.83,
16,2,123,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\016.wav,ok,36.86,
16,3,456,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\016.wav,ok,36.58,
17,1,42,Você pode repetir a última informação?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\017.wav,ok,0.59,
17,2,123,Você pode repetir a última informação?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\017.wav,ok,1.75,
17,3,456,Você pode repetir a última informação?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\017.wav,ok,0.33,
18,1,42,A encomenda chegou exatamente no prazo informado pela transportadora,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\018.wav,ok,26.27,
18,2,123,A encomenda chegou exatamente no prazo informado pela transportadora,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\018.wav,ok,25.92,
18,3,456,A encomenda chegou exatamente no prazo informado pela transportadora,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\018.wav,ok,26.22,
19,1,42,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\019.wav,ok,30.08,
19,2,123,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\019.wav,ok,30.3,
19,3,456,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\019.wav,ok,30.52,
20,1,42,Faz bastante calor hoje,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v1\020.wav,ok,15.92,
20,2,123,Faz bastante calor hoje,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v2\020.wav,ok,10.38,
20,3,456,Faz bastante calor hoje,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\2.wav,outputs_final_experiment\ajustado\v3\020.wav,ok,14.25,
21,1,42,O professor pediu que os alunos entregassem os trabalhos até a próxima semana,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\021.wav,ok,34.23,
21,2,123,O professor pediu que os alunos entregassem os trabalhos até a próxima semana,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\021.wav,ok,34.67,
21,3,456,O professor pediu que os alunos entregassem os trabalhos até a próxima semana,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\021.wav,ok,34.3,
22,1,42,Eu não esperava encontrar tanta gente naquele horário,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\022.wav,ok,0.23,
22,2,123,Eu não esperava encontrar tanta gente naquele horário,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\022.wav,ok,0.45,
22,3,456,Eu não esperava encontrar tanta gente naquele horário,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\022.wav,ok,0.42,
23,1,42,Qual foi a primeira cidade que você visitou durante as férias?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\023.wav,ok,30.2,
23,2,123,Qual foi a primeira cidade que você visitou durante as férias?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\023.wav,ok,30.19,
23,3,456,Qual foi a primeira cidade que você visitou durante as férias?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\023.wav,ok,30.5,
24,1,42,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\024.wav,ok,28.09,
24,2,123,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\024.wav,ok,20.89,
24,3,456,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\024.wav,ok,28.0,
25,1,42,O cachorro correu até o portão assim que ouviu o carro se aproximando,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\025.wav,ok,29.66,
25,2,123,O cachorro correu até o portão assim que ouviu o carro se aproximando,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\025.wav,ok,34.19,
25,3,456,O cachorro correu até o portão assim que ouviu o carro se aproximando,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\025.wav,ok,34.47,
26,1,42,Você sabe onde fica a biblioteca central?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\026.wav,ok,4.55,
26,2,123,Você sabe onde fica a biblioteca central?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\026.wav,ok,1.91,
26,3,456,Você sabe onde fica a biblioteca central?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\026.wav,ok,1.66,
27,1,42,O relatório foi concluído,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\027.wav,ok,0.48,
27,2,123,O relatório foi concluído,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\027.wav,ok,0.3,
27,3,456,O relatório foi concluído,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\027.wav,ok,0.27,
28,1,42,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\028.wav,ok,34.16,
28,2,123,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\028.wav,ok,34.5,
28,3,456,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\028.wav,ok,34.3,
29,1,42,Que horas são agora?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\029.wav,ok,16.3,
29,2,123,Que horas são agora?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\029.wav,ok,11.67,
29,3,456,Que horas são agora?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\029.wav,ok,11.64,
30,1,42,A médica explicou com calma cada etapa do tratamento recomendado,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v1\030.wav,ok,28.05,
30,2,123,A médica explicou com calma cada etapa do tratamento recomendado,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v2\030.wav,ok,28.3,
30,3,456,A médica explicou com calma cada etapa do tratamento recomendado,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\3.wav,outputs_final_experiment\ajustado\v3\030.wav,ok,28.27,
