indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
27,3,456,O relatório foi concluído,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v3/027.wav,ok,6.92,
28,1,42,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v1/028.wav,ok,21.24,
28,2,123,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v2/028.wav,ok,19.89,
28,3,456,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v3/028.wav,ok,14.68,
29,1,42,Que horas são agora?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v1/029.wav,ok,4.23,
29,2,123,Que horas são agora?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v2/029.wav,ok,7.3,
29,3,456,Que horas são agora?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v3/029.wav,ok,4.57,
30,1,42,A médica explicou com calma cada etapa do tratamento recomendado,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v1/030.wav,ok,12.9,
30,2,123,A médica explicou com calma cada etapa do tratamento recomendado,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v2/030.wav,ok,16.56,
30,3,456,A médica explicou com calma cada etapa do tratamento recomendado,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/3.wav,ajustado/v3/030.wav,ok,20.18,
31,1,42,O grupo decidiu antecipar a saída,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/031.wav,ok,28.27,
31,2,123,O grupo decidiu antecipar a saída,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/031.wav,ok,23.52,
31,3,456,O grupo decidiu antecipar a saída,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/031.wav,ok,9.26,
32,1,42,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/032.wav,ok,47.43,
32,2,123,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/032.wav,ok,29.69,
32,3,456,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/032.wav,ok,137.93,
33,1,42,O restaurante estava lotado,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/033.wav,ok,24.12,
33,2,123,O restaurante estava lotado,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/033.wav,ok,8.69,
33,3,456,O restaurante estava lotado,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/033.wav,ok,15.54,
34,1,42,Você já assistiu ao filme que foi lançado na semana passada?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/034.wav,ok,72.32,
34,2,123,Você já assistiu ao filme que foi lançado na semana passada?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/034.wav,ok,23.7,
34,3,456,Você já assistiu ao filme que foi lançado na semana passada?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/034.wav,ok,74.48,
35,1,42,"Depois de vários testes, conseguimos identificar a origem do problema",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/035.wav,ok,20.24,
35,2,123,"Depois de vários testes, conseguimos identificar a origem do problema",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/035.wav,ok,15.64,
35,3,456,"Depois de vários testes, conseguimos identificar a origem do problema",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/035.wav,ok,23.99,
36,1,42,A praia estava praticamente vazia naquela manhã de terça-feira,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/036.wav,ok,25.09,
36,2,123,A praia estava praticamente vazia naquela manhã de terça-feira,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/036.wav,ok,73.82,
36,3,456,A praia estava praticamente vazia naquela manhã de terça-feira,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/036.wav,ok,76.74,
37,1,42,O resultado saiu mais cedo do que imaginávamos,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/037.wav,ok,10.15,
37,2,123,O resultado saiu mais cedo do que imaginávamos,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/037.wav,ok,23.04,
37,3,456,O resultado saiu mais cedo do que imaginávamos,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/037.wav,ok,57.79,
38,1,42,Eu precisava apenas de alguns minutos para terminar aquela tarefa,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/038.wav,ok,52.49,
38,2,123,Eu precisava apenas de alguns minutos para terminar aquela tarefa,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/038.wav,ok,17.48,
38,3,456,Eu precisava apenas de alguns minutos para terminar aquela tarefa,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/038.wav,ok,46.21,
39,1,42,A apresentação terminou com aplausos,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/039.wav,ok,55.65,
39,2,123,A apresentação terminou com aplausos,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/039.wav,ok,13.38,
39,3,456,A apresentação terminou com aplausos,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/039.wav,ok,10.92,
40,1,42,Você pretende viajar durante o feriado?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v1/040.wav,ok,51.67,
40,2,123,Você pretende viajar durante o feriado?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v2/040.wav,ok,11.04,
40,3,456,Você pretende viajar durante o feriado?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/4.wav,ajustado/v3/040.wav,ok,39.18,
41,1,42,O elevador parou no décimo segundo andar,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v1/041.wav,ok,13.67,
41,2,123,O elevador parou no décimo segundo andar,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v2/041.wav,ok,10.84,
41,3,456,O elevador parou no décimo segundo andar,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v3/041.wav,ok,11.54,
42,1,42,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v1/042.wav,ok,30.1,
42,2,123,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v2/042.wav,ok,21.06,
42,3,456,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v3/042.wav,ok,29.08,
43,1,42,O mercado fecha às oito horas da noite,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v1/043.wav,ok,12.32,
43,2,123,O mercado fecha às oito horas da noite,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v2/043.wav,ok,9.78,
43,3,456,O mercado fecha às oito horas da noite,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v3/043.wav,ok,17.1,
44,1,42,A criança ficou observando atentamente os peixes coloridos dentro do aquário,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v1/044.wav,ok,64.11,
44,2,123,A criança ficou observando atentamente os peixes coloridos dentro do aquário,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v2/044.wav,ok,23.21,
44,3,456,A criança ficou observando atentamente os peixes coloridos dentro do aquário,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v3/044.wav,ok,62.67,
45,1,42,Você conseguiu falar com o responsável?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v1/045.wav,ok,8.71,
45,2,123,Você conseguiu falar com o responsável?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v2/045.wav,ok,6.94,
45,3,456,Você conseguiu falar com o responsável?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v3/045.wav,ok,15.98,
46,1,42,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v1/046.wav,ok,21.32,
46,2,123,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v2/046.wav,ok,40.43,
46,3,456,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v3/046.wav,ok,31.3,
47,1,42,Hoje acordei mais cedo,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v1/047.wav,ok,15.73,
47,2,123,Hoje acordei mais cedo,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/5.wav,ajustado/v2/047.wav,ok,26.33,
